brand|cpu|graphics|hd|lastUpdated|link|model|price|ram|screenSize|store|title|upc
Asus|Intel Core i7-6500U||1000|2019-09-28 07:08|https://www.frys.com/product/8981233?site=sr:SEARCH:MAIN_RSLT_PG|X541UA-RH71|399|12|15.6|Fry's|"Asus X541-RH71 15.6'" Laptop With Intel Core i7-6500U, 12GB Memory, 1TB Hard Drive, Windows 10"|889349526217
Dell|Intel Ci7-6500U  ||1000|2019-09-28 07:08|https://www.frys.com/product/8849602?site=sr:SEARCH:MAIN_RSLT_PG|i5559-8013SLV|599|16|15.6|Fry's|"Dell Inspiron 15, 15.6'" Touchscreen Laptop With 16GB Memory,Intel Ci7-6500U 1TB Hard Drive, Windows 10"|884116203537
HP|Intel Celeron N3060||""|2019-09-28 07:08|https://www.frys.com/product/9789064?site=sr:SEARCH:MAIN_RSLT_PG|5MP95UA#ABA|149|4|14.0|Fry's|"HP 14-cb010nr 14'" Streambook With Intel Celeron N3060 Processor, 4GB Memory, 32GB eMMC, Windows 10 Home in S mode - Aqua Blue, Office 365 Personal 1Yr."|193424190409
Dell|AMD FX-9800P||1000|2019-09-28 07:08|https://www.frys.com/product/9333760?site=sr:SEARCH:MAIN_RSLT_PG|i5565-A901RED-PUS|298|8|15.6|Fry's|"Dell i5565-A901RED, 15.6'" Laptop with AMD FX-9800P Processor, 8GB Memory, 1TB Hard Drive and Windows 10 - Red"|884116255901
Lenovo|Intel Core i3-5020U||500|2019-09-28 07:08|https://www.frys.com/product/8597939?site=sr:SEARCH:MAIN_RSLT_PG|80QQ002DUS|219.07|4|15.6|Fry's|"Lenovo IdeaPad 100, Intel Core i3-5020U, 15.6'" Laptop With 4GB Memory, 500GB Hard Drive, Windows 10"|889955105943
HP|Intel® Core™ i7||1000|2019-09-28 07:08|https://www.frys.com/product/8837012?site=sr:SEARCH:MAIN_RSLT_PG|15au030nr|499|12|15.6|Fry's|"HP 15au030nr, 15.6'" Touchscreen Laptop With Intel® Core™ i7 Processor, 12GB Memory, 1TB Hard Drive and Windows 10"|889899504307
Asus|""||""|2019-09-28 07:08|https://www.frys.com/product/8911883?site=sr:SEARCH:MAIN_RSLT_PG|G752VM-RB71|999|""|17.3|Fry's|"Asus G752-RB71 i7-6700HQ 17.3'" Measured Diagonal 16GB, 1TB, DVDRW GTX1060  6GB, Win 10"|889349491928
HP|Intel Ci7-8550U||256|2019-09-28 07:08|https://www.frys.com/product/9648063?site=sr:SEARCH:MAIN_RSLT_PG|13-af012Ci7-8550U|499|8|13.3|Fry's|"HP Spectre 13-af012 13.3'" Refurbished Touchscreen Laptop With Intel Ci7-8550U Processor, 8GB Memory, 256GB SSD, Windows 10"|192018107984
HP|Intel Ci5-7200U||128|2019-09-28 07:08|https://www.frys.com/product/9228719?site=sr:SEARCH:MAIN_RSLT_PG|ENVY13-ad065nr|499|8|13.3|Fry's|"HP 13-ad065nr 13.3'" Laptop with Intel Ci5-7200U Processor, 8GB Memory, 128GB SSD, B&O, Windows 10"|191628223763
Asus|Intel Ci7-6700HQ||512|2019-09-28 07:08|https://www.frys.com/product/8692690?site=sr:SEARCH:MAIN_RSLT_PG|UX501VW-DS71T|798|""|15.6|Fry's|"Asus 15.6'" UX501 4k Touchscreen Laptop with Intel Ci7-6700HQ Processor, 6GB, 512GB SSD, Touch GTX960M 2G, Win 10"|889349251362
Dell|Intel Core m3-6Y30||500|2019-09-28 07:08|https://www.frys.com/product/8849482?site=sr:SEARCH:MAIN_RSLT_PG|i3169-0010BLU|266.2|4|11.6|Fry's|"Dell Inspiron 11 Intel Core m3-6Y30 11.6'" Convertible Touchscreen Laptop With 4GB Memory, 500GB Hard Drive, Windows 10"|884116217275
MSI|Intel Core i7-5700HQ||1000|2019-09-28 07:08|https://www.frys.com/product/8602220?site=sr:SEARCH:MAIN_RSLT_PG|GE62ApachePro-413|699|16|15.6|Fry's|"MSI GE62 Apache Pro-413, Intel Core i7-5700HQ, 15.6'" Laptop With 16GB Memory, 1TB Hard Drive + 128GB SSD,NVIDIA® Geforce GTX970M Graphics and Windows 10"|824142120989
Asus|Intel Celeron N3350||""|2019-09-28 07:08|https://www.frys.com/product/9711354?site=sr:SEARCH:MAIN_RSLT_PG|C223NA-DH02-GR|132.97|4|11.6|Fry's|"Asus C223NA-GR 11.6'" Chromebook With Intel Celeron N3350 Processor, 4GB Memory, 32GB eMMC, Chrome OS"|192876071816
Lenovo|Intel Ci7-5600U||256|2019-09-28 07:08|https://www.frys.com/product/8610590?site=sr:SEARCH:MAIN_RSLT_PG|20DL0075US|699|8|12.5|Fry's|"Lenovo ThinkPad Yoga 12, Intel Ci7-5600U, 12.5'" Touchscreen Convertible Laptop With 8GB Memory, 256GB SSD, Windows 10 Pro"|889800477362
Alienware|Intel Core i7||1000|2019-09-28 07:08|https://www.frys.com/product/9560272?site=sr:SEARCH:MAIN_RSLT_PG|AW15R4-7675SLV-PUS|899|16|15.6|Fry's|"Dell Alienware AW15R4-7675SLV-PUS, 15.6'" Gaming Laptop With Intel Core i7 Processor, 16GB Memory, 1TB Hard Drive + 8GB Solid-State Drive and Windows 10"|884116293675
Dell|Intel® Celeron||32|2019-09-28 07:08|https://www.frys.com/product/8860432?site=sr:SEARCH:MAIN_RSLT_PG|i3168-0028BLU|149|2|11.6|Fry's|"Dell i3168-0028BLU, 11.6'",2-in-1 Touchscreen Laptop with Intel® Celeron Processor, 2GB Memory, 32GB Hard Drive and Windows 1"|884116217299
Acer|AMD A4||1000|2019-09-28 07:08|https://www.frys.com/product/9341850?site=sr:SEARCH:MAIN_RSLT_PG|A315-21-4098|199|8|15.6|Fry's|"Acer A315-21-4098, 15.6'" Laptop with AMD A4 Processor, 8 GB Memory, 1TB Hard Drive and Windows 10 Home"|191114445129
HP|""||""|2019-09-28 07:08|https://www.frys.com/product/9394610?site=sr:SEARCH:MAIN_RSLT_PG|10-p020nr|149|2|10.1|Fry's|"HP 10-p020nr IA x5-Z8350 10.1'" Screen With 2GB Memory, 32GB eMMC, Touch, 2 in 1, Windows 10"|190780619896
Lenovo|Intel Atom x5-Z8550||64|2019-09-28 07:08|https://www.frys.com/product/9082317?site=sr:SEARCH:MAIN_RSLT_PG|ZA0V0035US|199|4|10.1|Fry's|"Lenovo Yoga Book 10.1'" 2 in 1 with Intel Atom x5-Z8550 Processor, 4GB RAM, 64GB Storage, Android 6.0 - Color Grey"|190151294462
HP|""||16|2019-09-28 07:08|https://www.frys.com/product/9273839?site=sr:SEARCH:MAIN_RSLT_PG|HPChromebook11|49|2|11.6|Fry's|"HP CB11 11.6'" Refurbished Laptop With 2GB Memory, 16GB SSD, Chrome OS KIT-HP-28988"|602573289884
Asus|Intel i5||""|2019-09-28 07:08|https://www.frys.com/product/8943793?site=sr:SEARCH:MAIN_RSLT_PG|UX310UA-RB52|245.75|8|13.3|Fry's|Asus Zenbook 13.3-inch Full HD IPS Laptop 8GB 1TB HDD Windows 10 Home Intel i5   - Aluminum|889349421444
